Field,TCH_2018,TCH_2019,TCH_2020,TCH_2021,TCH_2022,TCH_2023,Clay_2018,Clay_2019,Clay_2020,Clay_2021,Clay_2022,Clay_2023,EC_2018,EC_2019,EC_2020,EC_2021,EC_2022,EC_2023,K_2018,K_2019,K_2020,K_2021,K_2022,K_2023,OM_2018,OM_2019,OM_2020,OM_2021,OM_2022,OM_2023,P2O5_2018,P2O5_2019,P2O5_2020,P2O5_2021,P2O5_2022,P2O5_2023,Sand_2018,Sand_2019,Sand_2020,Sand_2021,Sand_2022,Sand_2023,Silt_2018,Silt_2019,Silt_2020,Silt_2021,Silt_2022,Silt_2023,pH_2018,pH_2019,pH_2020,pH_2021,pH_2022,pH_2023
1845,72.74509803921569,72.74509803921569,72.74509803921569,72.74509803921569,72.74509803921569,72.74509803921569,14.0,12.0,20.0,17.568,17.568,17.568,71.0,29.0,73.0,53.0,53.0,53.0,0.533589743589744,195.2,339.2,288.4,288.4,288.4,0.7247436,1.48768545,2.4330678,1.8377427,1.8377427,1.8377427,71.717431570282,56.3035204567079,19.1650597508884,49.0996618351392,49.0996618351392,49.0996618351392,70.0,75.0,64.0,68.432,68.432,68.432,16.0,13.0,16.0,14.212,14.212,14.212,6.46,6.45,6.5,6.34,6.34,6.34
1846,97.17,97.17,97.17,97.17,97.17,97.17,9.0,11.856,14.712,17.568,16.0,16.0,72.0,69.0,66.0,63.0,37.0,94.0,0.548461538461538,0.5990598290598287,0.6496581196581193,0.70025641025641,0.96948717948718,1.49358974358974,0.52,0.9592475666666668,1.3984951333333333,1.8377427,1.7342079,1.7342079,63.0569430569431,52.05157442634221,41.04620579574133,30.04083716514045,26.603987508631,54.1025205366113,83.0,78.144,73.288,68.432,71.0,71.0,8.0,10.070666666666666,12.141333333333332,14.212,13.0,13.0,6.52,6.636666666666667,6.753333333333333,6.87,6.48,6.94
1847,97.43,97.43,97.43,97.43,97.43,97.43,25.0,24.0,23.0,17.568,17.568,17.568,134.0,119.0,52.0,98.0,98.0,98.0,0.561282051282051,130.4,211.3,369.9,369.9,369.9,1.5528,1.48768545,1.5789057,1.8377427,1.8377427,1.8377427,24.4089488081282,41.2916056102156,71.3586354414721,26.9739348874428,26.9739348874428,26.9739348874428,64.0,62.0,69.0,68.432,68.432,68.432,11.0,14.0,8.0,14.212,14.212,14.212,7.08,7.34,6.7,7.08,7.08,7.08
1848,100.81,109.47685589519652,102.74497816593887,102.74497816593887,102.74497816593887,102.74497816593887,19.0,20.0,22.5,19.25,16.0,16.0,70.0,56.0,64.5,63.25,62.0,35.0,1.20843989769821,353.1,288.25,144.5971794871795,0.944358974358974,1.74794871794872,1.5528,1.48768545,2.2259982000000003,1.98010305,1.7342079,1.7342079,88.9467468327249,35.8819035145165,103.9263600507885,126.99360711103274,150.060854171277,59.5793133744447,70.0,61.0,66.5,68.75,71.0,71.0,11.0,19.0,11.0,12.0,13.0,13.0,6.73,6.81,6.65,6.865,7.08,7.31
1901,96.41583665338644,94.5109561752988,92.60607569721115,90.7011952191235,90.7011952191235,90.7011952191235,15.0,9.0,10.0,17.568,16.0,16.0,56.0,51.0,62.0,52.0,51.0,70.0,0.839130434782609,350.2,490.7,0.87,0.88025641025641,0.548205128205128,1.5528,1.48768545,1.7859753,1.6047894,1.7342079,1.7342079,33.8844749838952,63.5955388866956,41.3347721534962,113.231859476421,29.7964660096667,68.9151422764228,71.0,82.0,80.0,68.432,71.0,71.0,14.0,9.0,10.0,14.212,13.0,13.0,5.98,6.81,6.1,6.78,7.37,7.12
1902,105.7,105.7,105.7,105.7,105.7,105.7,19.0,21.0,18.0,17.568,16.0,16.0,58.0,109.0,75.0,30.0,18.0,18.0,0.769565217391304,395.2,546.5,0.955641025641026,0.666512820512821,0.666512820512821,1.5528,1.48768545,2.1483471,1.7342079,1.7342079,1.7342079,38.1200343568821,75.2763521515989,64.7578097071441,251.413111718834,63.7578691339184,63.7578691339184,70.0,62.0,66.0,68.432,71.0,71.0,11.0,17.0,16.0,14.212,13.0,13.0,5.67,7.04,6.4,6.26,6.03,6.03
1903,108.90531088082902,135.56062176165804,110.2238341968912,88.99472556514668,67.76561693340216,105.5126484254001,17.0,15.0,10.0,17.568,16.0,16.0,56.0,74.0,49.0,35.0,56.0,60.0,0.706649616368287,347.1,313.0,0.96948717948718,0.750179487179487,0.36674358974359,1.5528,1.48768545,1.3977198,1.4753709,1.7342079,1.7342079,48.0030062271849,41.5350600126342,57.8686810148947,84.4440985925853,26.5806287237379,27.122,76.0,75.0,80.0,68.432,71.0,71.0,7.0,11.0,10.0,14.212,13.0,13.0,5.53,7.05,6.18,6.32,7.45,5.66
1904,105.7,105.7,105.7,105.7,105.7,105.7,17.0,9.0,11.0,17.568,16.0,16.0,43.0,35.0,41.0,44.0,37.0,24.0,0.993350383631714,217.5,260.0,1.20974358974359,0.09825493212028,0.69575641025641,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,31.0607687352373,27.6900400084228,54.4062887877534,31.6529701835217,22.7195676451819,58.638,76.0,79.0,74.0,68.432,71.0,71.0,7.0,13.0,14.0,14.212,13.0,13.0,5.6,6.75,5.98,6.45,6.46,6.54
1905,80.30252100840336,80.30252100840336,80.30252100840336,80.30252100840336,80.30252100840336,80.30252100840336,13.0,17.0,19.0,17.568,16.0,16.0,102.0,352.0,100.0,21.0,50.0,35.0,0.568797953964194,522.5,674.8,1.2,1.32794871794872,1.41,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,18.6967329545455,45.0,28.2650972364381,38.5013886206886,136.843978990153,54.5449187330116,78.0,71.0,64.0,68.432,71.0,71.0,9.0,12.0,17.0,14.212,13.0,13.0,7.61,7.11,7.61,6.12,7.28,6.49
1906,79.432,79.432,79.432,79.432,79.432,79.432,18.0,17.0,21.0,17.568,16.784,16.0,114.0,80.0,115.0,28.0,33.0,38.0,0.674936061381074,470.2,743.3,0.55025641025641,0.706282051282051,0.862307692307692,1.5528,1.48768545,1.7342079,1.8377427,1.7859753,1.7342079,25.8877840909091,62.0,71.3357215967247,19.5311870276315,26.607460122281047,33.6837332169306,71.0,71.0,58.0,68.432,69.71600000000001,71.0,11.0,12.0,21.0,14.212,13.606,13.0,7.6,7.38,7.56,6.07,6.245,6.42
1907,97.75510204081633,97.75510204081633,97.75510204081633,97.75510204081633,97.75510204081633,97.75510204081633,19.0,23.024,15.0,17.568,16.0,16.0,48.0,57.0,43.0,146.0,30.0,93.0,0.632480818414322,345.5,372.6,838.1,0.481897435897436,1.31025641025641,2.04452,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,33.0070281124498,48.0,39.8151051657617,124.747711216628,26.7967855780237,28.7132530849262,66.0,60.416,71.0,68.432,71.0,71.0,16.0,16.56,14.0,14.212,13.0,13.0,6.53,6.98,6.59,7.47,6.6,7.19
1908,94.3558282208589,94.3558282208589,94.3558282208589,94.3558282208589,94.3558282208589,94.3558282208589,16.36,17.024,15.0,17.568,16.0,16.0,64.0,64.0,67.0,95.0,36.0,28.0,0.78051282051282,505.2,285.1,368.2,0.643607692307692,0.445128205128205,1.63044,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,123.701431492843,24.0,126.309988801727,102.905981272499,143.485,142.171610868991,74.72,56.416,75.0,68.432,71.0,71.0,8.92,26.56,10.0,14.212,13.0,13.0,6.44,5.75,7.02,6.78,7.03,6.41
1909,73.09278350515464,73.09278350515464,73.09278350515464,73.09278350515464,73.09278350515464,73.09278350515464,20.0,23.024,22.0,19.0,16.0,16.0,57.0,355.0,134.0,89.0,44.0,44.0,1.12307692307692,605.9,463.5,232.03386538461535,0.567730769230769,0.567730769230769,1.5528,1.48768545,1.5012546,1.6177312499999998,1.7342079,1.7342079,37.0,48.0,47.8398105810771,31.592905290538557,15.346,15.346,59.0,68.416,63.0,67.0,71.0,71.0,21.0,8.56,14.0,13.5,13.0,13.0,6.38,6.95,6.71,6.855,7.0,7.0
1910,91.05726872246696,91.05726872246696,91.05726872246696,91.05726872246696,91.05726872246696,91.05726872246696,19.436,16.0,22.0,17.568,16.0,16.0,55.0,76.0,56.0,23.0,169.0,76.0,0.775128205128205,298.0,194.7,265.6,1.15655128205128,0.743076923076923,1.0094643,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,34.0744195688226,46.1079943899018,29.6743318915933,28.0727875391097,29.928,52.5394967324665,62.508,72.0,66.0,68.432,71.0,71.0,18.056,11.0,12.0,14.212,13.0,13.0,6.45,6.63,6.46,6.04,6.71,5.86
1911,51.45,51.45,51.45,51.45,51.45,51.45,24.0,22.5,21.0,17.568,16.0,16.0,48.0,117.0,186.0,91.0,38.0,49.0,0.87974358974359,305.4898717948718,610.1,592.3,0.718353846153846,1.1274358974359,1.0352,1.38470395,1.7342079,1.8377427,1.7342079,1.7342079,24.0,91.348544676646,158.697089353292,64.7374437298627,35.434,90.2308748231489,65.0,67.5,70.0,68.432,71.0,71.0,11.0,9.5,8.0,14.212,13.0,13.0,6.16,6.38,6.6,7.17,6.59,5.47
1912,98.91,151.5622641509434,100.84528301886792,115.7372549019608,115.7372549019608,115.7372549019608,24.0,12.0,21.0,17.568,17.568,17.568,59.0,71.0,95.0,83.0,83.0,83.0,0.484143222506394,854.4,780.7,276.1,276.1,276.1,1.5528,1.48768545,1.7342079,1.8377427,1.8377427,1.8377427,92.0,38.7524557956778,135.941658137155,40.6155338844837,40.6155338844837,40.6155338844837,68.0,73.0,58.0,68.432,68.432,68.432,8.0,15.0,21.0,14.212,14.212,14.212,6.51,7.11,7.47,7.58,7.58,7.58
1913,140.56152566676226,143.85174361915688,147.14196157155146,150.43217952394608,153.7223974763407,71.95165394402035,23.0,21.25,19.5,17.75,16.0,16.0,142.0,135.75,129.5,123.25,117.0,27.0,1.27076923076923,1.1790044871794865,1.087239743589743,0.9954749999999996,0.903710256410256,0.906666666666667,1.5528,1.598151975,1.64350395,1.688855925,1.7342079,1.7342079,65.5187573270809,56.38981799531068,47.26087866354045,38.13193933177023,29.003,12.0598434999111,70.0,70.25,70.5,70.75,71.0,71.0,7.0,8.5,10.0,11.5,13.0,13.0,7.11,7.2325,7.355,7.4775,7.6,6.61
1914,26.29,31.845,37.4,37.4,37.4,37.4,23.0,21.25,19.5,17.75,16.0,16.0,106.0,103.0,100.0,97.0,94.0,18.0,0.658717948717949,0.7406070512820515,0.8224961538461539,0.9043852564102564,0.986274358974359,0.878205128205128,1.5528,1.598151975,1.64350395,1.688855925,1.7342079,1.7342079,34.6864009378664,33.2893007033998,31.8922004689332,30.4951002344666,29.098,17.0847782915407,70.0,70.25,70.5,70.75,71.0,71.0,7.0,8.5,10.0,11.5,13.0,13.0,6.24,6.525,6.8100000000000005,7.095,7.38,6.04
1915,179.48,143.84615384615384,149.83775335775334,155.82935286935287,161.82095238095238,52.73224852071007,17.436,17.076999999999998,16.718,16.359,16.0,16.0,41.0,40.25,39.5,38.75,38.0,55.0,0.825897435897436,0.685996794871795,0.546096153846154,0.406195512820513,0.266294871794872,1.3525641025641,2.0448123,1.9671612,1.8895101,1.811859,1.7342079,1.7342079,61.3339552238806,50.15346641791045,38.9729776119403,27.79248880597015,16.612,91.453813207659,66.508,67.631,68.75399999999999,69.877,71.0,71.0,16.056,15.292000000000002,14.528,13.764,13.0,13.0,5.52,5.779999999999999,6.039999999999999,6.3,6.56,9.71
1916,26.22,116.94545454545452,55.8,55.8,55.8,55.8,13.436,14.077,14.718,15.359,16.0,16.0,313.0,253.75,194.5,135.25,76.0,99.0,1.57820512820513,1.4032570512820528,1.2283089743589757,1.053360897435898,0.878412820512821,1.07051282051282,1.7859753,1.77303345,1.7600916,1.74714975,1.7342079,1.7342079,158.105306799337,124.38223009950276,90.6591533996685,56.936076699834246,23.213,20.509466489233,74.508,73.631,72.75399999999999,71.877,71.0,71.0,12.056,12.292,12.528,12.764,13.0,13.0,4.99,5.327500000000001,5.665,6.0025,6.34,7.33
1917,83.89162561576354,83.89162561576354,83.89162561576354,83.89162561576354,83.89162561576354,83.89162561576354,17.0,22.5,24.0,17.568,17.568,17.568,95.0,68.0,69.0,65.0,65.0,65.0,0.744358974358974,386.4,367.8,485.0,485.0,485.0,1.5528,1.48768545,1.811859,1.8377427,1.8377427,1.8377427,27.255230951441,87.5806963737034,84.6256623307227,21.5571071752952,21.5571071752952,21.5571071752952,72.0,64.0,66.0,68.432,68.432,68.432,11.0,13.5,10.0,14.212,14.212,14.212,6.49,6.97,7.14,6.1,6.1,6.1
1918,81.9620253164557,81.9620253164557,81.9620253164557,81.9620253164557,81.9620253164557,81.9620253164557,19.0,23.0,20.0,17.568,17.568,17.568,67.0,87.0,161.0,29.0,29.0,29.0,0.83025641025641,301.2,336.3,266.0,266.0,266.0,1.5528,1.48768545,2.0448123,1.8377427,1.8377427,1.8377427,22.0637583892617,124.551345962114,97.5346616693074,153.253027756852,153.253027756852,153.253027756852,64.0,74.0,66.0,68.432,68.432,68.432,17.0,2.0,14.0,14.212,14.212,14.212,6.35,7.38,7.26,6.06,6.06,6.06
1919,74.1588785046729,74.1588785046729,74.1588785046729,74.1588785046729,74.1588785046729,74.1588785046729,21.0,21.0,21.0,21.0,21.0,21.0,51.0,70.0,70.0,70.0,70.0,70.0,0.831794871794872,364.5,364.5,364.5,364.5,364.5,1.5528,1.48768545,1.48768545,1.48768545,1.48768545,1.48768545,18.1701539676273,57.6869391824527,57.6869391824527,57.6869391824527,57.6869391824527,57.6869391824527,66.0,66.0,66.0,66.0,66.0,66.0,13.0,12.0,12.0,12.0,12.0,12.0,6.21,7.33,7.33,7.33,7.33,7.33
1920,110.97087378640776,110.97087378640776,110.97087378640776,110.97087378640776,110.97087378640776,110.97087378640776,21.0,14.0,24.0,17.568,16.0,16.0,43.0,86.0,71.0,39.0,28.0,28.0,0.984910485933504,556.3,360.3,270.0,0.232861538461538,0.232861538461538,1.5528,1.48768545,1.6824405,1.8377427,1.7342079,1.7342079,47.4609375,251.363283524161,87.4943288504082,35.688441549898,60.982,60.982,70.0,68.0,60.0,68.432,71.0,71.0,9.0,18.0,16.0,14.212,13.0,13.0,6.89,7.15,7.22,6.41,6.7,6.7
1921,143.39147286821702,159.07751937984494,159.07751937984494,159.07751937984494,159.07751937984494,159.07751937984494,26.0,15.0,18.0,17.568,16.0,16.0,44.0,61.0,85.0,47.0,153.0,153.0,0.635549872122762,388.9,361.4,360.4,1.06685897435897,1.06685897435897,1.5528,1.48768545,1.3459524,1.8377427,1.7342079,1.7342079,17.0,38.0,34.3848638551492,13.3831655812118,74.639,74.639,60.0,77.0,69.0,68.432,71.0,71.0,14.0,8.0,12.0,14.212,13.0,13.0,6.13,6.53,6.23,6.36,6.88,6.88
1922,93.56,108.59065420560748,100.09690721649486,59.89017341040462,59.89017341040462,59.89017341040462,15.0,17.024,23.0,17.568,16.0,16.0,64.0,95.0,73.0,34.0,92.0,92.0,1.23938618925831,572.1,346.3,311.1,1.25307692307692,1.25307692307692,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,47.4609375,65.0,72.0698158966644,30.7958673932788,26.1066602060323,26.1066602060323,77.0,56.416,65.0,68.432,71.0,71.0,8.0,26.56,12.0,14.212,13.0,13.0,6.34,7.06,6.69,6.63,7.64,7.64
1923,91.11,123.86902654867257,110.85631067961164,92.25348837209305,92.25348837209305,92.25348837209305,19.0,16.0,23.0,17.568,16.0,16.0,273.0,70.0,77.0,39.0,130.0,26.0,0.800255754475703,543.0,511.8,282.5,0.394615384615385,0.567871794871795,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,71.2951807228916,126.319619639045,116.420471833073,24.6366939146231,12.6032152718777,26.052,70.0,66.0,65.0,68.432,71.0,71.0,12.0,18.0,12.0,14.212,13.0,13.0,7.21,6.91,6.83,5.81,7.85,6.22
1924,48.723404255319146,48.723404255319146,48.723404255319146,48.723404255319146,48.723404255319146,48.723404255319146,16.0,16.0,16.0,16.0,16.0,16.0,37.0,37.0,37.0,37.0,37.0,37.0,0.88025641025641,0.88025641025641,0.88025641025641,0.88025641025641,0.88025641025641,0.88025641025641,1.7342079,1.7342079,1.7342079,1.7342079,1.7342079,1.7342079,150.902585942296,150.902585942296,150.902585942296,150.902585942296,150.902585942296,150.902585942296,71.0,71.0,71.0,71.0,71.0,71.0,13.0,13.0,13.0,13.0,13.0,13.0,6.96,6.96,6.96,6.96,6.96,6.96
1925,72.04,140.03333333333333,145.3375,150.64166666666665,155.94583333333333,107.32889258950874,27.0,22.5,18.0,17.333333333333332,16.666666666666668,16.0,102.0,94.0,86.0,72.0,58.0,44.0,1.20153846153846,173.70076923076925,346.2,231.2374358974359,116.2748717948718,1.31230769230769,1.5528,1.46231805,1.3718361,1.4926267,1.6134172999999998,1.7342079,68.1970713849909,53.533458741058,38.8698460971251,43.94593639300583,49.02202668888657,54.0981169847673,55.0,64.0,73.0,72.33333333333333,71.66666666666667,71.0,18.0,13.0,8.0,9.666666666666666,11.333333333333334,13.0,7.1,6.615,6.13,6.4366666666666665,6.743333333333333,7.05
1926,63.32986733001658,61.179834162520734,59.02980099502488,56.87976782752902,56.87976782752902,56.87976782752902,22.0,18.0,19.0,17.568,17.568,17.568,78.0,118.0,158.0,28.0,28.0,28.0,0.839130434782609,572.1,275.9,455.7,455.7,455.7,1.5528,1.48768545,1.8636264,1.8377427,1.8377427,1.8377427,41.0,43.0582842174198,91.3390533650843,24.6366939146231,24.6366939146231,24.6366939146231,62.0,65.0,65.0,68.432,68.432,68.432,16.0,17.0,16.0,14.212,14.212,14.212,6.58,7.04,7.15,6.34,6.34,6.34
1927,97.48,125.78206008583692,154.08412017167382,106.91539763113369,99.22282189668466,108.2775636083269,17.0,21.0,22.0,17.568,16.0,16.0,153.0,43.0,146.0,31.0,25.0,27.0,0.755128205128205,245.5,384.35,0.487179487179487,0.414358974358974,0.270512820512821,0.34,1.7342079,1.85068455,1.8377427,1.7342079,1.7342079,43.3516483516484,34.3840790238234,101.0475400627618,29.6746595470516,20.5208153207678,28.9711623453153,63.0,68.0,64.5,68.432,71.0,71.0,20.0,11.0,13.0,14.212,13.0,13.0,6.99,6.15,6.895,6.58,5.35,7.01
1928,100.15,127.8544217687075,110.18566158857912,92.5169014084507,80.22684563758389,80.22684563758389,19.0,18.0,17.0,17.568,16.0,16.0,77.0,88.5,100.0,46.0,36.0,36.0,0.892071611253197,136.2460358056266,271.6,0.674871794871795,0.706923076923077,0.706923076923077,1.5528,1.64350395,1.7342079,1.8377427,1.7342079,1.7342079,244.252008032129,144.608300995473,44.964593958817,51.9768746379296,80.1288979191884,80.1288979191884,68.0,67.5,67.0,68.432,71.0,71.0,14.0,15.0,16.0,14.212,13.0,13.0,6.6,6.68,6.76,6.7,5.88,5.88
1929,77.57,77.57,77.57,77.57,77.57,77.57,17.0,19.0,13.0,17.568,16.0,16.0,74.0,76.0,135.0,29.0,31.0,93.0,0.792071611253197,407.5,244.8,0.573846153846154,0.712820512820513,0.395641025641026,1.8116,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,44.8895582329317,76.5315499285277,52.4845340251447,51.2488584318728,18.4230939716312,85.114285930317,68.0,65.0,71.0,68.432,71.0,71.0,16.0,16.0,16.0,14.212,13.0,13.0,6.36,6.75,6.34,6.61,7.06,6.92
1930,94.04,94.04,94.04,94.04,94.04,94.04,17.0,17.0,11.0,17.568,16.0,16.0,86.0,86.0,65.0,19.0,57.0,64.0,302.0,302.0,334.9,0.596153846153846,0.456666666666667,0.775641025641026,1.48768545,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,45.6503982029814,45.6503982029814,53.7966473757733,27.9539227810215,62.8379826842222,38.5962112355402,67.0,67.0,73.0,68.432,71.0,71.0,16.0,16.0,16.0,14.212,13.0,13.0,6.34,6.34,6.54,5.81,6.71,7.0
1931,27.27,27.27,27.27,27.27,27.27,27.27,21.0,21.5,22.0,17.568,16.0,16.0,194.0,164.0,134.0,39.0,111.0,33.0,1.05153846153846,215.3757692307692,429.7,1.28205128205128,1.1555641025641,0.81974358974359,1.14,1.3723947,1.6047894,1.8377427,1.7342079,1.7342079,73.5664335664336,57.71313391243805,41.8598342584425,37.8721152178502,222.227,13.2693494490939,69.0,66.0,63.0,68.432,71.0,71.0,10.0,12.0,14.0,14.212,13.0,13.0,7.38,6.995,6.61,7.48,7.21,6.33
1932,59.31623931623932,59.31623931623932,59.31623931623932,59.31623931623932,59.31623931623932,59.31623931623932,17.568,17.568,17.568,17.568,17.568,17.568,42.0,42.0,42.0,42.0,42.0,42.0,0.516410256410256,0.516410256410256,0.516410256410256,0.516410256410256,0.516410256410256,0.516410256410256,1.8377427,1.8377427,1.8377427,1.8377427,1.8377427,1.8377427,19.1180122972828,19.1180122972828,19.1180122972828,19.1180122972828,19.1180122972828,19.1180122972828,68.432,68.432,68.432,68.432,68.432,68.432,14.212,14.212,14.212,14.212,14.212,14.212,6.85,6.85,6.85,6.85,6.85,6.85
1933,64.33,107.52318181818184,150.71636363636364,113.18979591836734,111.36990595611285,112.85423197492165,25.0,25.0,20.0,17.568,16.0,16.0,40.0,40.0,68.0,44.0,66.0,38.0,347.7,347.7,359.2,0.58,1.84717948717949,1.12948717948718,1.7342079,1.7342079,1.7342079,1.8377427,1.7342079,1.7342079,42.0249854735619,42.0249854735619,41.6224218909536,20.6708544548498,37.5720649895178,43.4290579878901,62.0,62.0,70.0,68.432,71.0,71.0,13.0,13.0,10.0,14.212,13.0,13.0,6.15,6.15,6.59,6.61,7.18,7.06
1934,74.59,115.86877049180328,157.14754098360658,118.44070796460176,122.55233494363928,121.71175523349436,23.0,23.0,22.0,17.568,16.0,16.0,42.0,42.0,87.0,54.0,67.0,71.0,413.6,413.6,586.1,1.29102564102564,0.541794871794872,1.27615384615385,2.3813004,2.3813004,1.7342079,1.8377427,1.7342079,1.7342079,36.9310478404029,36.9310478404029,37.5944455789259,26.0903279289534,28.4329140461216,38.0721440813191,62.0,62.0,66.0,68.432,71.0,71.0,15.0,15.0,12.0,14.212,13.0,13.0,5.77,5.77,6.22,6.72,7.36,7.06
1935,121.32619047619048,136.85238095238097,152.37857142857143,167.90476190476193,183.4309523809524,198.95714285714288,15.0,16.0,22.0,17.568,16.0,16.0,165.0,131.0,114.0,67.0,47.0,22.0,0.682307692307692,295.9,434.5,0.49948717948718,0.665641025641026,0.487692307692308,1.5528,1.48768545,1.5271383,1.8377427,1.7342079,1.7342079,35.0424397947098,73.7727910238429,52.3247928230531,34.5944984427022,27.4480009923226,17.1725520540236,72.0,68.0,67.0,68.432,71.0,71.0,13.0,15.0,10.0,14.212,13.0,13.0,6.74,7.26,6.53,7.34,6.59,5.43
1936,82.65,82.65,82.65,82.65,82.65,82.65,16.453333333333333,15.198666666666668,13.944,19.568,16.0,16.0,103.0,70.0,37.0,27.0,48.0,28.0,0.7399145299145301,144.96995726495726,289.2,0.888717948717949,0.884358974358974,0.555897435897436,2.198773333333333,1.9664906166666665,1.7342079,1.4494872,1.7342079,1.7342079,37.49899212225316,51.87462458261538,66.2502570429776,27.186272482944,30.1042591528699,27.0849975420917,74.57333333333334,73.49466666666666,72.416,71.48,71.0,71.0,8.973333333333334,11.306666666666668,13.64,8.952,13.0,13.0,6.87,6.575,6.28,7.17,6.87,6.16
1937,72.41666666666667,72.41666666666667,72.41666666666667,72.41666666666667,72.41666666666667,72.41666666666667,11.0,16.0,23.0,17.568,17.568,17.568,59.0,137.0,162.0,69.0,69.0,69.0,0.63,262.5,362.5,414.3,414.3,414.3,1.5528,1.48768545,1.8636264,1.8377427,1.8377427,1.8377427,29.5476748729973,72.45541975556,82.7760171121076,35.3660833285044,35.3660833285044,35.3660833285044,78.0,72.0,65.0,68.432,68.432,68.432,11.0,11.0,12.0,14.212,14.212,14.212,4.4,7.16,7.24,6.31,6.31,6.31
1938,117.96329787234043,137.62659574468086,122.55212765957448,103.58769931662871,105.1116173120729,99.11617312072892,17.0,17.0,16.0,22.0,16.0,16.0,85.0,85.0,28.0,33.0,39.0,52.0,261.6,261.6,287.6,0.84974358974359,0.746153846153846,0.935641025641026,1.48768545,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,41.6224218909537,41.6224218909537,27.8489310205728,51.5013729777716,14.7993799424874,100.415485192187,67.0,67.0,74.0,61.0,71.0,71.0,16.0,16.0,10.0,17.0,13.0,13.0,6.05,6.05,5.92,6.76,6.77,6.58
1939,93.65,128.39082914572867,163.1316582914573,102.14153846153846,107.4748717948718,99.56820512820512,16.5,17.25,18.0,26.0,16.0,16.0,75.5,151.25,227.0,43.0,40.0,50.0,1.395,210.34750000000005,419.3,1.01076923076923,0.63025641025641,0.871794871794872,1.7964,1.7653039499999998,1.7342079,1.8377427,1.7342079,1.7342079,52.3986347411293,42.1129922394634,31.8273497377975,27.590021238092,27.4480009923226,65.1632403906743,73.5,71.75,70.0,67.0,71.0,71.0,10.0,11.0,12.0,7.0,13.0,13.0,6.43,6.21,5.99,7.11,6.03,6.61
1940,94.86,94.86,94.86,94.86,94.86,94.86,14.0,16.0,18.0,30.0,16.0,16.0,131.0,134.5,138.0,48.0,95.0,26.0,0.657179487179487,186.72858974358977,372.8,0.704358974358974,1.68410256410256,0.67948717948718,1.94,1.83710395,1.7342079,1.8377427,1.7342079,1.7342079,38.3651911468813,43.716177662992905,49.0671641791045,19.3130148666644,67.0324856218548,13.4896558583648,78.0,74.0,70.0,57.0,71.0,71.0,8.0,10.0,12.0,13.0,13.0,13.0,7.13,6.565,6.0,7.1,7.69,6.22
1941,98.92,114.49142857142856,120.7069387755102,102.80858676207517,108.1216457960644,111.52510638297872,15.0,16.0,24.0,17.568,16.0,16.0,44.0,60.0,58.0,54.0,18.0,27.0,0.59462915601023,360.3,276.4,0.627692307692308,0.671538461538462,0.605897435897436,1.5528,1.48768545,1.7342079,1.8377427,1.7342079,1.7342079,32.4726218595662,34.4466273739358,56.3916683683888,29.5297920783568,35.1279210314263,76.3790088327702,74.0,69.0,66.0,68.432,71.0,71.0,11.0,15.0,10.0,14.212,13.0,13.0,5.92,6.23,6.77,6.85,7.15,6.87
1942,85.22388059701493,85.22388059701493,85.22388059701493,85.22388059701493,85.22388059701493,85.22388059701493,18.0,19.024,18.0,17.568,16.0,16.0,66.0,105.0,156.0,49.0,188.0,188.0,0.567179487179487,689.4,201.6,405.7,1.52285128205128,1.52285128205128,1.13872,1.48768545,1.7342079,2.4330678,1.7342079,1.7342079,25.0,114.111570247934,18.3698245043197,105.292455828535,174.597,174.597,73.0,66.272,70.0,68.432,71.0,71.0,9.0,14.704,12.0,14.212,13.0,13.0,6.15,6.82,6.9,6.56,6.41,6.41
1943,87.63,119.63015151515152,151.63030303030305,95.04061470911088,122.31833150384192,90.30296377607026,14.0,17.5,21.0,17.568,16.0,16.0,65.0,69.0,73.0,42.9,274.0,16.0,0.855641025641026,188.2778205128205,375.7,1.20153846153846,1.18435897435897,1.10051282051282,2.04,1.88710395,1.7342079,1.8377427,1.7342079,1.7342079,55.5633802816902,47.90659140466815,40.2498025276461,39.8920423212797,31.4983742774567,54.8803399040407,76.0,72.0,68.0,67.824,71.0,71.0,10.0,10.5,11.0,14.608,13.0,13.0,6.43,6.44,6.45,6.32,6.96,6.23
1944,89.19,124.43164122137404,159.67328244274808,139.7772269954326,119.88117154811717,101.74728033472805,8.0,12.5,17.0,15.568,16.0,16.0,73.0,57.5,42.0,36.0,299.0,61.0,0.816923076923077,142.25846153846152,283.7,1.02358974358974,1.14076923076923,1.16435897435897,2.07,1.90210395,1.7342079,1.8377427,1.7342079,1.7342079,48.9486921529175,40.704105160187055,32.4595181674566,50.3899481953007,34.9981936416185,59.9890946250991,88.0,79.0,70.0,71.824,71.0,71.0,4.0,8.5,13.0,12.608,13.0,13.0,6.35,6.09,5.83,5.97,6.78,6.22
